Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,MN,2013,"4         ",Male,10,Right-Handed,150,22,147,1,Walk,10,0.375,69,Skateboarding/Rollerblading,745,50,11,50,1,1,22,"Same length",64,70,"Ring finger",August,Summer,Yes,No,Vegetables,Water,"Computers and technology",9,11,7,"Yes - broadband connection",Telephone,0,0,5,1,2,15,8,4,1,0,1,5,10,15,None,Other,"Rock and roll","Super strength",Healthy,Friend,Health
USA,MN,2016,"12        ",Male,18,Ambidextrous,179,11,185,3,Car,,0.126,45,Tennis,1000,996,997,999,995,998,11,"Same length",10,9,"Index finger",,Summer,No,No,"No favorite",Water,"Mathematics and statistics",5,5,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",50,200,12,8,16,10,20,0,10,20,5,2,26,1,Some,Other,Classical,,Rich,"Business person",Health
USA,MN,2020,"9         ",Female,,Right-Handed,153,24,"150 ",2,Bus,20,0.812,54,Other,600,700,850,590,200,900,24,"Same length",120,162,"Index finger",January,Summer,No,No,"Rice/Noodle dishes",Water,Languages,8,5,4,"Yes - other","Cell phone",50,20,7,3,5,2,2,2,2,3,6,4,1,1,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,Teacher,"International aid"
USA,MN,2021,"9         ",Male,14,Right-Handed,5'10,10,"2 1/2",1,Car,"5 ",0.473,59,Baseball/Softball,0,0,503,797,0,241,28,"Same length",8,8,"Same length",July,Fall,Yes,No,Meat,Water,Other,7,10,5,"Yes - other","Text messaging","idk ","idk ",14,14,14,14,14,14,14,14,14,14,14,14,Some,"Some college",Country,Invisibility,Happy,Politician,Religious
USA,MN,2016,"9         ",Female,14,Right-Handed,158,25,160,2,Bus,30,0.4,39,Other,900,900,800,900,1000,1000,25,"Same length",810,730,"Index finger",May,Spring,Yes,No,Salads,Water,"Mathematics and statistics",7,9,3,"Yes - broadband connection","Text messaging",5,7,2,0,10,5,10,1,3,1,3,5,0,2,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,Relative,Health
USA,MN,2014,"11        ",Male,15,Ambidextrous,1,1,1,1,Car,1,1,1,"Hockey (Ice)",1000,1000,1000,1000,1000,1000,1,"Same length",1,1,"Same length",June,Winter,No,No,Meat,Water,"Physical education",8,8,4,"Yes - broadband connection","Text messaging",2,2,1,1,1,1,1,1,1,1,1,1,1,1,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Other,"Wildlife, animals"
USA,MN,2013,"12        ",Male,18,Right-Handed,161,25,162,2,Car,20,0.41,42,Soccer,700,700,700,500,800,800,24.5,"Right foot",10,9.5,"Ring finger",September,Summer,No,No,"Rice/Noodle dishes",Water,"Computers and technology",6,6,7,"Yes - broadband connection","Internet chat or instant messaging",250,240,4,0,0,3,4,3,5,5,9,0,0,3,"Very little","High school",Other,Fly,Happy,Other,Other
USA,MN,2018,"9         ",Female,14,Right-Handed,15494,22.5,,,Car,14,0.426,56,Athletics,,,,,,,22.5,"Right foot",10,10.5,"Ring finger",May,Summer,No,No,Seafood,,Science,9,9,2,"Yes - other","Text messaging",25,39,3,5,9,9,0,0,0,8,9,7,0,0,None,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Sports person",Health
USA,MN,2013,"12        ",Male,17,Right-Handed,745,15,88.4,1,Other,40,.347,67,Walking/Hiking,500,500,500,500,400,550,32,"Same length",20,20,"Same length",February,Winter,No,No,Other,Coffee,Other,6,5,2,"Yes - other",,90000,99999,72,4,2,1,.5,30,60,100,100,20,20,1,Some,"Graduate degree",Other,Invisibility,Rich,"Doctor or nurse","Wildlife, animals"
USA,MN,2017,"9         ",Female,14,Right-Handed,150.5,,,1,Bus,37,0.047,36,Other,326,481,599,567,374,631,,"Right foot",,,"Ring finger",April,Winter,No,No,Meat,"Soft drink (caffeinated)",Art,8,9,4,"Yes - other","Text messaging",15,5,5,1,3,2,2,1,2,2,1,3,0,2,"Very little","Graduate degree",Other,Telepathy,Happy,"Musician or singer","Education/Youth development"
USA,MN,2017,"12        ",Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2018,"9         ",Male,15,Right-Handed,177.8,28.6,185,3,"Rail (Train/Tram/Subway)",13,0.602,62,Athletics,100,44,77,89,58,88,28.6,"Same length",20.2,21.8,"Ring finger",April,Spring,Yes,No,Meat,"Energy drink",Music,4,2,5,"Yes - other","Internet chat or instant messaging",50,90,13,5,1,1,8,3,5,9,3,4,9,16,None,"Some college","Rap/Hip hop","Super strength",Healthy,Other,"Arts, culture, sports"
USA,MN,2020,"9         ",Female,15,Right-Handed,"5'6 ","23.6 ","ion k",1,Car," 20 ","ion k",,Basketball,,,,,,,,"Right foot",20,25,"Ring finger",May,Spring,No,No,Other,Other,History,8,15,4,"Yes - other","Text messaging",alot,alot,4,2,3,4,3,1,3,5,3,2,4,2,"A lot","Some college","Rap/Hip hop",Invisibility,Rich,Relative,"Arts, culture, sports"
USA,MN,2018,"9         ",Male,14,Right-Handed,167.6,9.5,,2,Car,10,10,10,Basketball,0,100,400,400,500,1000,9.5,"Same length",95,90,"Same length",April,Summer,No,No,Desserts,"Energy drink","Mathematics and statistics",5,12,6,"Yes - broadband connection","Cell phone",0,0,1,1,1,1,1,1,1,1,1,1,1,1,None,"Undergraduate degree","Rap/Hip hop","Super strength",Rich,Relative,Health
USA,MN,2014,"11        ",Male,17,Right-Handed,176,30,175,1,Bus,40,.456,47,"Hockey (Ice)",500,500,500,500,300,300,30,"Same length",100,105,"Same length",October,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)","Mathematics and statistics",7,6,2,"No internet connection","Text messaging",200,150,0,0,1,20,1,0,1,0,1,1,0,0,Some,"Some college","Heavy metal","Super strength",Happy,Friend,"Wildlife, animals"
USA,MN,2021,"9         ",Female,15,Right-Handed,172.7,"28 ","159 ","1 ",Car,5,"0.5 ","40 ",Baseball/Softball,"497 ","406 ",467,679,107,246,"27 ","Right foot","7 ","7 ","Same length",September,Fall,Yes,No,Meat,Water,"Physical education","6 ","12 ","5 ","Yes - broadband connection","Text messaging","40 ","35 ","48 ",1,6,3,"10 ",1,"18 ","18 ","18 ","7 ","12 ","4 ","A lot","Graduate degree",Country,Fly,Rich,Other,"Wildlife, animals"
USA,MN,2023,"10        ",Female,16,Right-Handed,182.8,28.1,182.8,1,Car,6," 0.39",34,Other,738,481,278,406,278,877,28,"Right foot",,,"Index finger",February,Summer,Yes,No,Pizza/Pasta,"Energy drink",History,6,8,5,"Yes - broadband connection","Internet chat or instant messaging",21,32,32,1,3,15,12,0,24,2,0,5,14,2,Some,"Graduate degree",Country,Fly,Rich,Relative,Health
USA,MN,2014,"8         ",Male,14,Right-Handed,160,23,62,2,Walk,20,0.394,42,Basketball,200,500,700,500,200,1000,22.5,"Right foot",95,100,"Ring finger",June,Summer,No,No,Meat,Water,"Physical education",9,12,8,"Yes - other","Cell phone",0,3,3,10,5,8,14,21,7,14,7,0,7,7,"A lot","Some college","Rock and roll",Fly,Healthy,Teacher,"Arts, culture, sports"
USA,MN,2014,"11        ",Female,16,Right-Handed,168,23.5,157,1,Car,2,.419,48,Walking/Hiking,450,400,300,400,600,750,23.25,"Right foot",77.5,70,"Index finger",October,Spring,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,5.5,8,4,"Yes - broadband connection","In person",25,25,12,.25,4,1,2,.5,.5,3,5,3,0,3,Some,"Graduate degree",Other,Invisibility,Happy,Relative,Health
USA,MN,2020,"9         ",Female,15,Right-Handed,5'6,7cm,50cm,1,Bus,45min,0.398,59sec,Swimming,1000,1000,1000,401,503,503,7cm,"Same length",30mm,30cm,"Same length",January,Summer,Yes,No,Fruit,Juice,Other,7-8,10-12,4,"No internet connection","Text messaging",0,15,10,4,4,2,0,0,5,5,4,3,4,4,Some,"Graduate degree",Other,Telepathy,Healthy,Actor,Environment
USA,MN,2018,"9         ",Male,14,Right-Handed,181.3,25.1,,1,Walk,30,0.337,32,Basketball,700,400,700,1000,500,1000,25.1,"Same length",,,,March,Summer,Yes,No,Meat,"Energy drink","Physical education",6,4,3,"Yes - other",Other,30,20,8,10,1,18,7,17,3,3,24,1,17,18,Some,"Graduate degree",Other,"Freeze time",Happy,"Business person","Education/Youth development"
USA,MN,2017,"12        ",Female,17,Right-Handed,158,24,154.5,2,Car,4,.442,57,Soccer,900,600,800,700,100,100,24,"Same length",80,85,"Ring finger",August,Fall,No,No,"Rice/Noodle dishes",Water,Science,6,8,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",200,150,1,.5,25,.5,0,0,3,15,80,3,0,5,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,Other,"Wildlife, animals"
USA,MN,2020,"9         ",Male,15,Right-Handed,165,26.67,"idk ","1 ",Bus,30-60,"0.36 ",33,Cycling,400,800,200,900,100,400,26.76,"Same length",idk,"idk ","Ring finger",February,Winter,No,No,Seafood,Water,"Physical education",4-7,2-14,"5 ","Yes - other","Cell phone",120,270,5,4,0,1,5,0,2,1,2,0,4,5,Some,"Some college",Other,Fly,Rich,"Coach or club leader","Education/Youth development"
USA,MN,2016,"11        ",Female,16,Right-Handed,167,26,68,1,Car,28,0.342,32,Running/Jogging,759,684,535,390,396,674,26.2,"Left foot",79,81,"Ring finger",April,Winter,Yes,No,Fruit,Water,Art,6,9,3,"Yes - other","Text messaging",4,5,25,1,14,9,8,0,12,10,23,10,0,2,Some,"Graduate degree",Other,Telepathy,Happy,Other,"International aid"
USA,MN,2020,"9         ",Female,14,Right-Handed,176.7,21cm,idk,2,Car,14,0.45,58,Running/Jogging,500,100,150,500,0,0,23cm,"Same length",100mm,70mm,"Same length",August,Spring,No,No,Seafood,Water,English,10,8,11,"Yes - other","Text messaging",40,50,2,1,2,3,2,4,4,4,5,1,0,2,Some,"Some college","Rap/Hip hop",Invisibility,Healthy,Relative,"Education/Youth development"
USA,MN,2022,"10        ",Female,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2017,"9         ",Male,17,Right-Handed,156,17.5,156,2,Bus,10,.273,41,Basketball,600,500,900,300,100,100,17.5,"Same length",,,"Ring finger",July,Spring,Yes,No,"Rice/Noodle dishes",Water,"Physical education",8,7,13,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",60,90,2,1,15,10,6,4,6,18,70,0,0,6,Some,"Some college","Rap/Hip hop",Telepathy,Rich,Other,"Education/Youth development"
USA,MN,2018,"9         ",Female,13,Left-Handed,147.3,22.2,,2,Bus,15,.654,61,Gymnastics,1000,1000,1000,900,0,1000,"22.2 ","Same length",60,80,,October,Fall,Yes,No,Seafood,Water,"Mathematics and statistics",7,4,4,"Yes - other","Cell phone",40,46,9,112,3,,,,,,,,,,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,"Religious figure",Health
USA,MN,2016,"12        ",Female,17,Right-Handed,163,23,169,1,Car,5,,,Soccer,1,3,4,2,6,5,23,"Same length",75,68,"Index finger",March,Summer,No,No,Seafood,Water,English,6,10,2,"Yes - other","Cell phone",200,400,20,5,8,3,5,1,15,40,20,7,11,4,"A lot","Graduate degree","Rhythm and blues (R&B)",Invisibility,Happy,"Community leader or elder",Environment
USA,MN,2020,"9         ",Male,14,Right-Handed,292cm,,,1,Walk,10,892,,Basketball,401,481,2.25,182,374,941,170cm,"Same length",7mm,17,,September,Fall,No,No,Poultry,"Soft drink (caffeinated)",,9,10,3,"Yes - other","Text messaging",1000,1000,0,6,1,2,3,5,3,4,5,3,1,2,"A lot","Undergraduate degree","Rap/Hip hop",Invisibility,Rich,Other,"Arts, culture, sports"
USA,MN,2017,"12        ",Male,18,Right-Handed,165,24,166.5,2,Bus,20,0.557,54,None,700,600,1000,1000,900,1000,23,"Right foot",7.2,7.5,"Ring finger",July,Fall,No,No,"No favorite",Water,Other,6,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,20,10,10,10,2,5,25,20,20,25,0,20,2,"Very little","Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,Actor,"International aid"
USA,MN,2014,"11        ",Female,16,Right-Handed,155,68,23,1,Car,10,.604,55,Tennis,200,500,200,200,200,200,23,"Same length",70,80,"Ring finger",October,Summer,No,No,Pizza/Pasta,Milk,"Physical education",6.5,12,4,"Yes - broadband connection","Text messaging",200,210,12,.5,8,1,5,0,8,5,2,2,0,1,Some,"Graduate degree",Country,Invisibility,Healthy,Relative,Health
USA,MN,2018,"9         ",Male,16,Right-Handed,172.7,26.2,,,Bus,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2013,"12        ",Female,17,Right-Handed,154,151,151,2,Car,10,1,45,Running/Jogging,500,500,1000,1000,200,1000,22,,81,71,"Index finger",June,Spring,No,No,Salads,Water,English,9,10,12,"Yes - other","Myspace, Facebook, other social networking sites, or blog",3,5,20,12,15,25,30,50,100,100,120,25,10,15,"Very little","Some college","Rap/Hip hop",Telepathy,Happy,Friend,"Education/Youth development"
USA,MN,2014,"11        ",Male,17,Left-Handed,170,25.4,50,1,Car,10,.509,42,Other,650,600,700,750,800,1000,25.4,"Same length",76,72,"Index finger",December,Summer,No,No,Meat,"Soft drink (caffeinated)",Art,8,12,4,"Yes - broadband connection","Text messaging",300,305,2,0,1,1,0,4,4,5,6,7,0,1,"Very little","Graduate degree",Techno/Electronic,"Freeze time",Rich,Friend,Health
USA,MN,2023,"10        ",Female,16,Right-Handed,161,,156,1,Car,8,.397,32,"Hockey (Ice)",631,636,471,797,326,321,,,70,67,"Index finger",April,Summer,No,No,Desserts,Coffee,"Social studies",8,12,4,"Yes - broadband connection","In person",50,50,40,20,6,20,10,0,30,5,6,3,0,2,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,Health
USA,MN,2020,"9         ",Male,15,Right-Handed,165,25,170,2,Car,10,0.291,39,Soccer,1000,503,444,267,348,668,25,"Same length",73.53,78.74,"Ring finger",April,Summer,No,No,Meat,"Sports drink","Physical education",7,10,4,"Yes - other","Text messaging",10,15,6,7,2,5,1,10,4,8,3,1,0,0,None,"Graduate degree",Other,"Freeze time",Happy,Relative,"Education/Youth development"
USA,MN,2015,"12        ",Male,15,Right-Handed,165.1,132,150,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2018,"9         ",Male,14,Right-Handed,172.7,26,188,1,Car,10,0.586,47,Athletics,898,481,540,294,1000,1000,26,"Same length",100,150,"Ring finger",March,Spring,Yes,No,Pizza/Pasta,Other,Art,6,7,4,"Yes - other","Internet chat or instant messaging",100,100,18,0,1,0,1,19,10,10,19,3,0,0,Some,"Graduate degree",Other,"Super strength",Rich,Friend,Health
USA,MN,2020,"9         ",Male,15,Right-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2014,"7         ",,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2016,"12        ",Female,18,Right-Handed,171,22,170,2,Bus,15,,,Basketball,,,,,,,24,"Left foot",8.5,8,"Ring finger",August,Summer,No,No,Fruit,"Soft drink (caffeinated)",Art,6,10,4,"Yes - broadband connection","Cell phone",20,25,3,6,18,3,0,0,20,20,20,10,0,50,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,"International aid"
USA,MN,2014,"8         ",Female,13,,14,21,153,20,Bus,1,2315,51,Dancing,20,500,500,20,100,20,20,"Left foot",90,95,"Ring finger",November,Spring,No,No,"No favorite",Juice,Science,7,9,7,"Yes - other","Text messaging",5,6,0,1,1,1,1,0,0,2,2,3,0,1,"Very little","Graduate degree",Pop,Invisibility,Happy,"Musician or singer",Health
USA,MN,2019,"9         ",Female,15,Left-Handed,169,25,165,2,Bus,25,.574,37,Basketball,500,600,700,500,200,500,25,"Same length",56,55,"Index finger",September,Fall,Yes,No,"Rice/Noodle dishes",Water,History,7,9,4,"Yes - broadband connection","In person",10,10,40,10,5,25,15,0,15,10,5,5,3,3,"A lot","Undergraduate degree",Country,Telepathy,Happy,Relative,Health
USA,MN,2016,"12        ",Male,17,Right-Handed,164,24,165,2,Bus,18,0.776,68,Walking/Hiking,50,150,50,500,300,750,23,,9,8,"Index finger",September,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)","Physical education",6,9,5,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",5,7,3,0,120,10,0,48,148,0,0,60,0,0,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,"Business person","Wildlife, animals"
USA,MN,2021,"9         ",Female,14,Right-Handed,5'5,245,167.6,1,Bus,60,".338 ",44,Bowling,500,1000,100,800,1000,1000,245,"Same length",1150,700,"Index finger",January,Fall,No,No,"No favorite",Water,Art,2-4,None,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30?,45,2-3,60?,7,6,4,40?,6,3,2,0,0,8,"A lot","Some college",Pop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,MN,2013,"4         ",Male,10,Right-Handed,145,22,148,1,Walk,2,40,31,"Football (American)",1000,1000,175,195,1000,1000,22,"Same length",80,70,"Index finger",January,Winter,No,No,Meat,"Sports drink",Art,10,3,4,"Yes - dial-up connection","Cell phone",10,15,100,5,50,200,500,100,0,0,100,100,0,0,"Very little","Undergraduate degree",Country,Fly,Rich,"Sports person","Arts, culture, sports"
USA,MN,2023,"10        ",Male,15,Right-Handed,"67 cm",21cm,"160 ",2,Bus,"12 m ",0.39,46,Soccer,200,400,1000,600,300,1000,20,"Right foot",5mm,5mm,"Same length",September,Summer,No,No,"Rice/Noodle dishes",Water,Science,7,8,12,"Yes - broadband connection","Internet chat or instant messaging",10,20,6,0,3,0,0,5,5,5,5,5,0,2,"Very little","Graduate degree",Other,Fly,Rich,"Religious figure",Religious
USA,MN,2016,"12        ",Female,17,Right-Handed,158,,161,2,Car,10,0.901,45,Soccer,,,,,,,,"Left foot",,,"Ring finger",April,Summer,Yes,No,Desserts,"Soft drink (caffeinated)",Science,7,11,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",13,20,6,6,12,6,0,0,20,2,0,0,30,5,"A lot","Graduate degree",Other,"Freeze time",Healthy,"Doctor or nurse","International aid"
USA,MN,2023,"12        ",Male,18,Right-Handed,185,26,186,1,Car,18,.295,36,Other,385,524,262,139,749,952,26,"Same length",100,110,"Ring finger",October,Fall,Yes,No,"Rice/Noodle dishes",Water,Other,7,7,3,"Yes - broadband connection","In person",2,1,40,,,,,,,,,,,,,,,,,,
USA,MN,2021,"5         ",Male,11,Left-Handed,156,26,155,2,Walk,18,0.361,28,"Football (American)",500,1000,700,500,800,1000,25,"Right foot",79,90,"Ring finger",February,Fall,Yes,No,Poultry,"Soft drink (non-caffeinated)","Mathematics and statistics",9,10,5,"Yes - broadband connection","Text messaging",10,20,11,2,3,4,5,30,1,1,40,10,0,3,None,"Undergraduate degree",Pop,Invisibility,Healthy,Other,Health
USA,MN,2018,"9         ",Male,14,Ambidextrous,190.0,30.0,70.9,1,Walk,10,0.46,56,Basketball,1000,0,999,998,600,100,70.5,"Right foot",3,3,"Same length",October,Fall,No,No,Seafood,"Powdered drink",English,7,3,5,"Yes - other","Text messaging",10,396,5,9,3,5,3,0,7,5,3,2,5,1,None,"Some college","Rap/Hip hop",Fly,Rich,Relative,"Arts, culture, sports"
USA,MN,2018,"9         ",Female,14,Right-Handed,15494,22.5,,,Car,14,0.426,56,Athletics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2014,"11        ",Male,16,Ambidextrous,183,27,183,1,Car,5,.35,57,Other,400,500,250,350,200,1000,27.5,"Left foot",8.3,8.9,"Ring finger",December,Winter,Yes,No,Meat,Milk,Science,8,8,4,"Yes - broadband connection","In person",2,2,80,1,1,5,10,2,0,1,3,4,0,5,"Very little","Graduate degree",Country,"Super strength",Happy,Relative,Environment
USA,MN,2014,"11        ",Female,15,Right-Handed,157,16,158,1,Car,5,15.13,59,Dancing,800,800,800,800,10,100,16,"Left foot",7,8,"Ring finger",October,Fall,Yes,No,Breads/Sandwiches,Tea,Science,6,9,4,"Yes - dial-up connection","Internet chat or instant messaging",16,17,30,1,8,4,10,0,3,12,15,0.5,0,2,Some,"Graduate degree",Pop,"Freeze time",Happy,Other,"Education/Youth development"
USA,MN,2023,"7         ",Female,13,Right-Handed,161cm,23cm,165cm,3,Car,10,0.377,31,Swimming,519,316,791,786,182,364,23,"Same length",84,94,"Ring finger",February,Fall,Yes,No,"Rice/Noodle dishes",Tea,Science,4-5,3-4,3,"Yes - broadband connection","Text messaging",39,50,35,52,4,2,12,10,82,82,0,0,0,0,Some,"Some college","Rap/Hip hop",Fly,Famous,"Musician or singer","Wildlife, animals"
USA,MN,2021,"9         ",Female,14,Right-Handed,160.1,23,150,1,Bus,10,0.475,45,Baseball/Softball,930,834,679,797,0,0,23,"Same length",65,65,"Same length",March,Summer,Yes,No,Meat,Water,"Physical education",6-7,5-6,5,"Yes - other","Text messaging",35,38,30,,,,,,,,,,,,"Very little",,,,,,
USA,MN,2018,"9         ",Female,14,Right-Handed,5,8.5,,1,Walk,3,36,46,Dancing,396,529,535,545,556,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relative,
USA,MN,2015,"12        ",Male,16,Right-Handed,178,35,178,2,Car,5,.47,49,"Football (American)",675,650,700,750,850,900,35,"Same length",22,20,"Same length",September,Summer,No,No,Meat,"Soft drink (caffeinated)","Physical education",6,10,3,"Yes - other","Text messaging",,,10,20,5,15,15,0,5,10,0,5,10,10,Some,"Some college","Rock and roll",Fly,Happy,"Sports person",Health
USA,MN,2017,"12        ",Female,17,Right-Handed,170,25,163,2,Car,12,0.361,55,Swimming,900,800,900,700,150,50,26,"Left foot",90,98,"Ring finger",May,Spring,Yes,No,Fruit,Water,Science,10,11,5,"Yes - broadband connection","Cell phone",15,20,2,1,10,14,0,9,2,2,2,6,10,3,Some,"Graduate degree","Rap/Hip hop","Super strength",Healthy,"Religious figure",Health
USA,MN,2017,"12        ",Female,17,Right-Handed,164,25,169,1,Car,7,.711,50,Tennis,765,668,524,417,818,941,24,"Right foot",96,95,"Index finger",June,Summer,Yes,No,Desserts,Water,Music,7,9,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",20,15,6,.5,12,4,13,0,12,2,12,8,12,7,Some,"High school","Punk rock",Fly,Happy,"Doctor or nurse","Arts, culture, sports"
USA,MN,2018,"9         ",Male,14,Right-Handed,181.3,,,1,Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2023,"12        ",Male,18,Right-Handed,173,25,164,1,Car,20,.317,56,Golf,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2014,"11        ",Female,15,Right-Handed,162,21,165,1,Bus,5,,.458,Baseball/Softball,1000,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2022,"12        ",Female,17,Right-Handed,5'4,"9 1/2",9,one,Car,20,1.631,"54 se",Dancing,37,102,5,171,11,96,"9 1/2","Same length",5,6,"Same length",February,Winter,Yes,No,"Rice/Noodle dishes",Juice,,6,5,3,"Yes - other","Text messaging",17,8,0,7h,0,0,1h,2h,8h,24h,0,0,0,0,"A lot","Some college",Other,"Super strength",Healthy,Other,"Education/Youth development"
